id,modelo,area_especialidade,nivel_dificuldade,gabarito,resposta_modelo,acertou,enunciado
2015-17_44,jurema:latest,Estatuto da Criança e do Adolescente,Médio,C,C,1,"O adolescente N. ficou conhecido no bairro onde mora por praticar roubos e furtos e ter a suposta habilidade de nunca ter sido apreendido. Certa noite, N. saiu com o propósito de praticar novos atos d..."
2015-17_45,jurema:latest,Estatuto da Criança e do Adolescente,Fácil,C,A,0,"Um conselheiro tutelar, ao passar por um parquinho, observa Ana corrigindo o filho, João, por ele não permitir que os amigos brinquem com o seu patinete. Para tanto, a genitora grita, puxa o cabelo e ..."
2015-17_46,jurema:latest,Direito do Consumidor,Médio,B,C,0,"Saulo e Bianca são casados há quinze anos e, há dez, decidiram ingressar no ramo das festas de casamento, produzindo os chamados “bem-casados”, deliciosos doces recheados oferecidos aos convidados ao ..."
2015-17_47,jurema:latest,Direito do Consumidor,Médio,D,B,0,"Tommy adquiriu determinado veículo junto a um revendedor de automóveis usados. Para tanto, fez o pagamento de 60% do valor do bem e financiou os 40% restantes com garantia de alienação fiduciária, jun..."
2015-17_48,jurema:latest,Direito Empresarial,Médio,A,A,1,"Paulo, casado no regime de comunhão parcial com Jacobina, é empresário enquadrado como microempreendedor individual (MEI). O varão pretende gravar com hipoteca o imóvel onde está situado seu estabelec..."
2015-17_49,jurema:latest,Direito Empresarial,Fácil,C,A,0,"Assinale a alternativa correta em relação aos conceitos de empresa e empresário no Direito Empresarial.

A) Empresa é a sociedade com ou sem personalidade jurídica; empresário é o sócio da empresa, pe..."
2015-17_50,jurema:latest,Direito Empresarial,Médio,D,A,0,"José adquiriu dois refrigeradores a prazo numa das filiais de Comércio de Eletrodomésticos Ltda., tendo efetuado pagamento de entrada no valor de 50% do preço. Foi decretada a falência da vendedora e ..."
2015-17_51,jurema:latest,Direito Empresarial,Médio,A,A,1,"Perseu, em 2012, ingressa numa sociedade simples, constituída em 2008, formada por cinco pessoas naturais e com sede na cidade de Primeira Cruz. De acordo com as disposições do Código Civil sobre a so..."
2015-17_52,jurema:latest,Direito Empresarial,Médio,B,A,0,"Lauro emitiu uma nota promissória com vencimento a dia certo em favor da sociedade empresária W Corretora de Imóveis Ltda. Embora o título esteja assinado pelo emitente, nele não constam a data e o lu..."
2015-17_53,jurema:latest,Direito Processual Civil,Médio,B,A,0,"Em ação de alimentos promovida por Yolanda em face de Aurélio, o Juiz determinou que Aurélio deveria arcar, na condição de futuro pai, com os valores devidos à gestante durante a gravidez, destinados ..."
2015-17_54,jurema:latest,Direito Processual Civil,Médio,A,A,1,"O Banco Financeiro S.A. ajuizou contra Marco Antônio ação de busca e apreensão de veículo, em razão do inadimplemento de contrato de financiamento garantido por cláusula de alienação fiduciária. A pri..."
2015-17_55,jurema:latest,Direito Processual Civil,Médio,C,A,0,"Aloísio ajuizou ação de anulação de casamento em face de Júlia. No curso do processo, o juiz designou audiência de instrução e julgamento para colheita dos depoimentos pessoais de Aloísio e Júlia e oi..."
2015-17_56,jurema:latest,Direito Processual Civil,Médio,D,C,0,"Mário foi citado em processo de execução, em virtude do descumprimento de obrigação consubstanciada em nota promissória por ele emitida. Alegando excesso de execução, por ter efetuado o pagamento parc..."
2015-17_57,jurema:latest,Direito Processual Civil,Médio,A,A,1,"Em 21/08/2012, Felipe, empresário do ramo de restaurantes, contratou, por R$ 20 mil, mediante pagamento à vista, os serviços de içamento por guindaste da empresa Júnior e Júnior Ltda., a fim de que um..."
2015-17_58,jurema:latest,Direito Processual Civil,Difícil,D,A,0,"Luan, servidor público do Estado de Minas Gerais, ajuizou ação contra a Fazenda Pública estadual, requerendo a devolução de verbas indevidamente descontadas em seu contracheque sob a rubrica de “contr..."
2015-17_59,jurema:latest,Direito Penal,Médio,D,A,0,"Reconhecida a prática de um injusto culpável, o juiz realiza o processo de individualização da pena, de acordo com o Art. 68 do Código Penal.
Segundo a jurisprudência do Superior Tribunal de Justiça, ..."
2015-17_60,jurema:latest,Direito Penal,Médio,D,A,0,"Marcus foi definitivamente condenado pela prática de um crime de roubo simples à pena privativa de liberdade de quatro anos de reclusão e multa de dez dias. Apesar de reincidente, em razão de condenaç..."
2015-17_61,jurema:latest,Direito Penal,Fácil,B,B,1,"Paulo pretende adquirir um automóvel por meio de sistema de financiamento junto a uma instituição bancária. Para tanto, dirige-se ao estabelecimento comercial para verificar as condições de financiame..."
2015-17_62,jurema:latest,Direito Penal,Médio,C,C,1,"Marcondes, necessitando de dinheiro para comparecer a uma festa no bairro em que residia, decide subtrair R$ 1.000,00 do caixa do açougue de propriedade de seu pai. Para isso, aproveita-se da ausência..."
2015-17_63,jurema:latest,Direito Penal,Difícil,C,C,1,"Durante um assalto a uma instituição bancária, Antônio e Francisco, gerentes do estabelecimento, são feitos reféns. Tendo ciência da condição deles de gerentes e da necessidade de que suas digitais fo..."
